old,new,title,size
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.015.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-015.png,Marvel Universe Series 1 Card 015,1541273
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.016.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-016.png,Marvel Universe Series 1 Card 016,1466401
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.017.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-017.png,Marvel Universe Series 1 Card 017,1493230
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.018.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-018.png,Marvel Universe Series 1 Card 018,1474376
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.019.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-019.png,Marvel Universe Series 1 Card 019,1168494
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.020.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-020.png,Marvel Universe Series 1 Card 020,1566142
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.021.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-021.png,Marvel Universe Series 1 Card 021,1131420
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.022.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-022.png,Marvel Universe Series 1 Card 022,1304242
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.023.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-023.png,Marvel Universe Series 1 Card 023,1306294
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.024.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-024.png,Marvel Universe Series 1 Card 024,1249431
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.025.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-025.png,Marvel Universe Series 1 Card 025,1276560
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.026.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-026.png,Marvel Universe Series 1 Card 026,1311487
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.027.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-027.png,Marvel Universe Series 1 Card 027,1339804
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.028.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-028.png,Marvel Universe Series 1 Card 028,1471335
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.029.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-029.png,Marvel Universe Series 1 Card 029,1546493
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.030.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-030.png,Marvel Universe Series 1 Card 030,1474970
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.031.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-031.png,Marvel Universe Series 1 Card 031,1498483
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.032.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-032.png,Marvel Universe Series 1 Card 032,1151488
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.033.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-033.png,Marvel Universe Series 1 Card 033,1386651
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.034.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-034.png,Marvel Universe Series 1 Card 034,1450741
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.035.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-035.png,Marvel Universe Series 1 Card 035,1189887
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.036.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-036.png,Marvel Universe Series 1 Card 036,1394241
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.037.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-037.png,Marvel Universe Series 1 Card 037,1320513
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.038.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-038.png,Marvel Universe Series 1 Card 038,1203536
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.039.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-039.png,Marvel Universe Series 1 Card 039,1432687
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.040.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-040.png,Marvel Universe Series 1 Card 040,1201902
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.041.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-041.png,Marvel Universe Series 1 Card 041,1287461
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.042.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-042.png,Marvel Universe Series 1 Card 042,1592800
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.043.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-043.png,Marvel Universe Series 1 Card 043,1403569
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.044.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-044.png,Marvel Universe Series 1 Card 044,1568952
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.045.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-045.png,Marvel Universe Series 1 Card 045,1318419
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.046.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-046.png,Marvel Universe Series 1 Card 046,1392985
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.047.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-047.png,Marvel Universe Series 1 Card 047,1501531
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.048.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-048.png,Marvel Universe Series 1 Card 048,1325053
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.049.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-049.png,Marvel Universe Series 1 Card 049,1466400
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.050.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-050.png,Marvel Universe Series 1 Card 050,1266950
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.051.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-051.png,Marvel Universe Series 1 Card 051,1434444
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.052.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-052.png,Marvel Universe Series 1 Card 052,1466567
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.053.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-053.png,Marvel Universe Series 1 Card 053,1424060
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.054.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-054.png,Marvel Universe Series 1 Card 054,1475889
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.055.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-055.png,Marvel Universe Series 1 Card 055,1538227
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.056.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-056.png,Marvel Universe Series 1 Card 056,1626299
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.057.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-057.png,Marvel Universe Series 1 Card 057,1557907
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.058.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-058.png,Marvel Universe Series 1 Card 058,1507947
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.059.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-059.png,Marvel Universe Series 1 Card 059,1467640
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.060.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-060.png,Marvel Universe Series 1 Card 060,1450343
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.061.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-061.png,Marvel Universe Series 1 Card 061,1532108
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.062.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-062.png,Marvel Universe Series 1 Card 062,1467797
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.063.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-063.png,Marvel Universe Series 1 Card 063,1429211
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.064.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-064.png,Marvel Universe Series 1 Card 064,1190881
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.065.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-065.png,Marvel Universe Series 1 Card 065,1340639
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.066.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-066.png,Marvel Universe Series 1 Card 066,1446814
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.067.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-067.png,Marvel Universe Series 1 Card 067,1512766
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.068.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-068.png,Marvel Universe Series 1 Card 068,1544720
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.069.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-069.png,Marvel Universe Series 1 Card 069,1538543
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.070.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-070.png,Marvel Universe Series 1 Card 070,1276566
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.071.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-071.png,Marvel Universe Series 1 Card 071,1504423
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.072.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-072.png,Marvel Universe Series 1 Card 072,1492200
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.073.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-073.png,Marvel Universe Series 1 Card 073,1442324
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.074.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-074.png,Marvel Universe Series 1 Card 074,1426953
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.075.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-075.png,Marvel Universe Series 1 Card 075,1550563
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.076.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-076.png,Marvel Universe Series 1 Card 076,1592986
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.077.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-077.png,Marvel Universe Series 1 Card 077,1506194
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.078.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-078.png,Marvel Universe Series 1 Card 078,1522108
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.079.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-079.png,Marvel Universe Series 1 Card 079,1491820
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.080.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-080.png,Marvel Universe Series 1 Card 080,1206244
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.081.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-081.png,Marvel Universe Series 1 Card 081,1347210
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.082.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-082.png,Marvel Universe Series 1 Card 082,1551978
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.083.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-083.png,Marvel Universe Series 1 Card 083,1528785
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.084.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-084.png,Marvel Universe Series 1 Card 084,1515998
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.085.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-085.png,Marvel Universe Series 1 Card 085,1384630
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.086.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-086.png,Marvel Universe Series 1 Card 086,1439530
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.087.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-087.png,Marvel Universe Series 1 Card 087,1445612
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.088.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-088.png,Marvel Universe Series 1 Card 088,1399436
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.089.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-089.png,Marvel Universe Series 1 Card 089,1400389
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.090.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-090.png,Marvel Universe Series 1 Card 090,1492711
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.091.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-091.png,Marvel Universe Series 1 Card 091,1390488
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.092.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-092.png,Marvel Universe Series 1 Card 092,1589979
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.093.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-093.png,Marvel Universe Series 1 Card 093,1580640
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.094.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-094.png,Marvel Universe Series 1 Card 094,1485438
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.095.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-095.png,Marvel Universe Series 1 Card 095,1320100
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.096.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-096.png,Marvel Universe Series 1 Card 096,1443932
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.097.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-097.png,Marvel Universe Series 1 Card 097,1586700
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.098.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-098.png,Marvel Universe Series 1 Card 098,1434120
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.099.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-099.png,Marvel Universe Series 1 Card 099,1424456
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.100.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-100.png,Marvel Universe Series 1 Card 100,1454268
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.101.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-101.png,Marvel Universe Series 1 Card 101,1255423
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.102.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-102.png,Marvel Universe Series 1 Card 102,1426670
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.103.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-103.png,Marvel Universe Series 1 Card 103,1601653
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.104.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-104.png,Marvel Universe Series 1 Card 104,1585677
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.105.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-105.png,Marvel Universe Series 1 Card 105,1472785
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.106.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-106.png,Marvel Universe Series 1 Card 106,1572094
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.107.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-107.png,Marvel Universe Series 1 Card 107,1479774
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.108.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-108.png,Marvel Universe Series 1 Card 108,1587924
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.109.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-109.png,Marvel Universe Series 1 Card 109,1474017
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.110.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-110.png,Marvel Universe Series 1 Card 110,1469041
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.111.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-111.png,Marvel Universe Series 1 Card 111,1564598
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.112.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-112.png,Marvel Universe Series 1 Card 112,1558449
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.113.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-113.png,Marvel Universe Series 1 Card 113,1492329
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.114.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-114.png,Marvel Universe Series 1 Card 114,1595818
Art/Cards_Collectibles/Marvel_Universe_Series_1/MUS1Card.115.png,Art/Cards_Collectibles/Marvel_Universe_Series_1/marvel-universe-series-1-card-115.png,Marvel Universe Series 1 Card 115,1419686
